review_id,farmer_id,crop,text,rating,sentiment
review_00955,farmer_0030,Rice,Very fresh and organic. Highly recommended.,5,positive
review_00956,farmer_0012,Potato,Fresh and clean vegetables. Packaging was great.,4,positive
review_00957,farmer_0029,Banana,Fresh and clean vegetables. Packaging was great. Delivery took too long.,4,positive
review_00958,farmer_0028,Coconut,Amazing farmer! Always delivers premium quality. Recommended!,5,positive
review_00959,farmer_0038,Onion,Very fresh and organic. Highly recommended. Recommended!,5,positive
review_00960,farmer_0020,Lady Finger,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00961,farmer_0047,Sugarcane,Decent quality. Will order again if price drops.,3,neutral
review_00962,farmer_0014,Cabbage,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00963,farmer_0020,Cauliflower,Fresh and clean vegetables. Packaging was great. Not ordering again.,4,positive
review_00964,farmer_0050,Lady Finger,Good value for money. Will definitely reorder.,4,positive
review_00965,farmer_0045,Rice,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00966,farmer_0023,Carrot,Not satisfied. Price changed after ordering.,2,negative
review_00967,farmer_0018,Onion,Delivery was late but produce quality was good.,3,neutral
review_00968,farmer_0004,Cotton,Quantity was less than ordered. Disappointed.,2,negative
review_00969,farmer_0002,Carrot,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00970,farmer_0027,Banana,Terrible experience. Vegetables were rotten on arrival.,1,negative
review_00971,farmer_0046,Coconut,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00972,farmer_0036,Onion,Not satisfied. Price changed after ordering.,2,negative
review_00973,farmer_0016,Sugarcane,Excellent quality tomatoes! Very fresh and delivered on time. Price was fair.,5,positive
review_00974,farmer_0037,Cabbage,Outstanding! Best rice I have ever bought online.,5,positive
review_00975,farmer_0014,Sugarcane,Outstanding! Best rice I have ever bought online. Price was fair.,5,positive
review_00976,farmer_0050,Lady Finger,Terrible experience. Vegetables were rotten on arrival.,1,negative
review_00977,farmer_0009,Lady Finger,Love the eco-friendly packaging. Vegetables are fresh. Not ordering again.,5,positive
review_00978,farmer_0025,Groundnut,Amazing farmer! Always delivers premium quality. Not ordering again.,5,positive
review_00979,farmer_0006,Lady Finger,Delivery was late but produce quality was good.,3,neutral
review_00980,farmer_0020,Sugarcane,Terrible experience. Vegetables were rotten on arrival.,1,negative
review_00981,farmer_0038,Lady Finger,Quantity was less than ordered. Disappointed.,2,negative
review_00982,farmer_0033,Rice,Love the eco-friendly packaging. Vegetables are fresh.,5,positive
review_00983,farmer_0023,Tomato,Quantity was less than ordered. Disappointed. Not ordering again.,2,negative
review_00984,farmer_0033,Chilli,Amazing farmer! Always delivers premium quality.,5,positive
review_00985,farmer_0026,Potato,Amazing farmer! Always delivers premium quality. Recommended!,5,positive
review_00986,farmer_0010,Rice,Fresh and clean vegetables. Packaging was great.,4,positive
review_00987,farmer_0037,Coconut,Excellent quality tomatoes! Very fresh and delivered on time.,5,positive
review_00988,farmer_0025,Banana,Amazing farmer! Always delivers premium quality.,5,positive
review_00989,farmer_0041,Potato,Very fresh and organic. Highly recommended.,5,positive
review_00990,farmer_0020,Cotton,Outstanding! Best rice I have ever bought online.,5,positive
review_00991,farmer_0034,Groundnut,"Quality inconsistent. Sometimes good, sometimes bad. Not ordering again.",3,neutral
review_00992,farmer_0008,Potato,Amazing farmer! Always delivers premium quality.,5,positive
review_00993,farmer_0025,Tomato,"Quality inconsistent. Sometimes good, sometimes bad. Not ordering again.",3,neutral
review_00994,farmer_0005,Tomato,"Quality inconsistent. Sometimes good, sometimes bad. Price was fair.",3,neutral
review_00995,farmer_0014,Chilli,Decent quality. Will order again if price drops.,3,neutral
review_00996,farmer_0040,Banana,"Quality inconsistent. Sometimes good, sometimes bad.",3,neutral
review_00997,farmer_0020,Carrot,Very fresh and organic. Highly recommended.,5,positive
review_00998,farmer_0026,Banana,Good value for money. Will definitely reorder. Price was fair.,4,positive
review_00999,farmer_0048,Cauliflower,Quantity was less than ordered. Disappointed. Price was fair.,2,negative
